IP地址,数据中心,地区,城市,网络延迟
104.23.105.86,IAD,北美洲,阿什本,254 ms
104.24.152.98,IAD,北美洲,阿什本,254 ms
104.25.71.76,IAD,北美洲,阿什本,254 ms
104.20.113.20,IAD,北美洲,阿什本,254 ms
104.20.119.14,IAD,北美洲,阿什本,254 ms
104.20.164.135,IAD,北美洲,阿什本,254 ms
104.25.82.172,IAD,北美洲,阿什本,255 ms
104.20.84.84,IAD,北美洲,阿什本,255 ms
104.24.45.21,IAD,北美洲,阿什本,255 ms
104.22.32.63,IAD,北美洲,阿什本,255 ms
104.22.68.162,IAD,北美洲,阿什本,255 ms
104.27.202.44,IAD,北美洲,阿什本,255 ms
104.27.91.37,IAD,北美洲,阿什本,255 ms
104.17.32.4,SJC,北美洲,圣何塞,255 ms
104.24.147.41,IAD,北美洲,阿什本,255 ms
104.27.62.11,IAD,北美洲,阿什本,255 ms
104.24.87.226,IAD,北美洲,阿什本,255 ms
104.27.101.38,IAD,北美洲,阿什本,255 ms
104.27.46.157,IAD,北美洲,阿什本,256 ms
104.22.41.225,IAD,北美洲,阿什本,256 ms
104.25.81.76,IAD,北美洲,阿什本,256 ms
104.27.38.9,IAD,北美洲,阿什本,256 ms
104.20.208.152,IAD,北美洲,阿什本,256 ms
104.24.48.161,IAD,北美洲,阿什本,256 ms
104.25.162.159,IAD,北美洲,阿什本,256 ms
172.67.111.91,IAD,北美洲,阿什本,256 ms
104.24.153.220,IAD,北美洲,阿什本,256 ms
104.27.41.156,IAD,北美洲,阿什本,256 ms
104.22.65.189,IAD,北美洲,阿什本,256 ms
104.25.115.68,IAD,北美洲,阿什本,256 ms
104.23.124.104,IAD,北美洲,阿什本,256 ms
104.27.119.245,IAD,北美洲,阿什本,256 ms
104.25.233.147,IAD,北美洲,阿什本,256 ms
104.27.4.43,IAD,北美洲,阿什本,256 ms
104.24.173.24,IAD,北美洲,阿什本,256 ms
104.24.31.72,IAD,北美洲,阿什本,256 ms
104.20.28.56,IAD,北美洲,阿什本,256 ms
104.24.44.156,IAD,北美洲,阿什本,256 ms
104.25.142.13,IAD,北美洲,阿什本,256 ms
104.24.11.139,IAD,北美洲,阿什本,256 ms
104.20.136.227,IAD,北美洲,阿什本,257 ms
104.22.74.120,IAD,北美洲,阿什本,257 ms
104.24.83.13,IAD,北美洲,阿什本,257 ms
104.23.122.186,IAD,北美洲,阿什本,257 ms
104.25.99.186,IAD,北美洲,阿什本,257 ms
104.25.41.201,IAD,北美洲,阿什本,257 ms
104.20.193.18,IAD,北美洲,阿什本,257 ms
104.26.7.53,IAD,北美洲,阿什本,257 ms
104.24.249.46,IAD,北美洲,阿什本,257 ms
172.67.58.232,IAD,北美洲,阿什本,257 ms
104.24.92.6,IAD,北美洲,阿什本,257 ms
104.22.46.117,IAD,北美洲,阿什本,257 ms
104.25.158.164,IAD,北美洲,阿什本,257 ms
104.20.140.44,IAD,北美洲,阿什本,257 ms
104.25.172.194,IAD,北美洲,阿什本,257 ms
104.24.15.203,IAD,北美洲,阿什本,257 ms
104.25.164.236,IAD,北美洲,阿什本,257 ms
104.25.153.235,IAD,北美洲,阿什本,257 ms
104.24.232.238,IAD,北美洲,阿什本,257 ms
104.24.200.237,IAD,北美洲,阿什本,258 ms
104.20.139.47,IAD,北美洲,阿什本,258 ms
104.27.198.170,IAD,北美洲,阿什本,258 ms
104.20.145.145,IAD,北美洲,阿什本,258 ms
104.20.87.73,IAD,北美洲,阿什本,258 ms
104.23.128.127,IAD,北美洲,阿什本,258 ms
104.27.2.105,IAD,北美洲,阿什本,258 ms
104.24.77.244,IAD,北美洲,阿什本,258 ms
104.24.95.230,IAD,北美洲,阿什本,258 ms
104.24.12.208,IAD,北美洲,阿什本,258 ms
104.25.74.77,IAD,北美洲,阿什本,258 ms
172.67.72.57,IAD,北美洲,阿什本,258 ms
104.23.130.44,IAD,北美洲,阿什本,258 ms
104.25.27.115,IAD,北美洲,阿什本,258 ms
104.23.138.243,IAD,北美洲,阿什本,259 ms
172.67.56.255,IAD,北美洲,阿什本,259 ms
172.67.91.134,IAD,北美洲,阿什本,259 ms
104.25.146.193,IAD,北美洲,阿什本,259 ms
104.25.205.86,IAD,北美洲,阿什本,259 ms
104.20.217.52,IAD,北美洲,阿什本,259 ms
172.67.9.147,IAD,北美洲,阿什本,259 ms
104.24.25.44,IAD,北美洲,阿什本,259 ms
104.23.119.223,IAD,北美洲,阿什本,259 ms
172.67.64.235,IAD,北美洲,阿什本,259 ms
104.24.212.76,IAD,北美洲,阿什本,259 ms
104.23.117.70,IAD,北美洲,阿什本,259 ms
104.24.238.7,IAD,北美洲,阿什本,259 ms
104.25.1.178,IAD,北美洲,阿什本,259 ms
104.20.201.201,IAD,北美洲,阿什本,259 ms
104.25.197.63,IAD,北美洲,阿什本,259 ms
104.25.135.104,IAD,北美洲,阿什本,260 ms
104.27.103.225,IAD,北美洲,阿什本,260 ms
104.24.225.47,IAD,北美洲,阿什本,260 ms
104.20.142.195,IAD,北美洲,阿什本,260 ms
104.20.102.171,IAD,北美洲,阿什本,260 ms
104.24.248.110,IAD,北美洲,阿什本,260 ms
104.16.147.28,SJC,北美洲,圣何塞,260 ms
104.22.34.85,IAD,北美洲,阿什本,260 ms
104.20.246.96,IAD,北美洲,阿什本,260 ms
104.24.172.40,IAD,北美洲,阿什本,260 ms
104.25.78.30,IAD,北美洲,阿什本,260 ms
104.22.12.240,IAD,北美洲,阿什本,261 ms
104.20.123.211,IAD,北美洲,阿什本,261 ms
104.24.155.97,IAD,北美洲,阿什本,261 ms
104.24.61.224,IAD,北美洲,阿什本,261 ms
104.23.104.51,IAD,北美洲,阿什本,261 ms
172.67.90.250,IAD,北美洲,阿什本,261 ms
104.25.239.27,IAD,北美洲,阿什本,261 ms
104.27.124.51,IAD,北美洲,阿什本,261 ms
104.25.228.174,IAD,北美洲,阿什本,261 ms
172.67.68.75,IAD,北美洲,阿什本,261 ms
104.25.132.215,IAD,北美洲,阿什本,262 ms
172.67.121.215,IAD,北美洲,阿什本,262 ms
104.27.34.137,IAD,北美洲,阿什本,262 ms
104.20.80.152,IAD,北美洲,阿什本,262 ms
104.27.199.98,IAD,北美洲,阿什本,262 ms
104.24.174.233,IAD,北美洲,阿什本,262 ms
104.27.197.100,IAD,北美洲,阿什本,262 ms
104.20.26.147,IAD,北美洲,阿什本,262 ms
104.25.75.45,IAD,北美洲,阿什本,262 ms
104.26.13.126,IAD,北美洲,阿什本,262 ms
104.25.206.147,IAD,北美洲,阿什本,263 ms
104.25.166.143,IAD,北美洲,阿什本,263 ms
104.24.170.241,IAD,北美洲,阿什本,263 ms
104.22.43.222,IAD,北美洲,阿什本,263 ms
104.24.243.96,IAD,北美洲,阿什本,263 ms
172.67.15.58,IAD,北美洲,阿什本,263 ms
104.24.71.168,IAD,北美洲,阿什本,263 ms
104.20.22.174,IAD,北美洲,阿什本,263 ms
104.20.205.222,IAD,北美洲,阿什本,263 ms
104.20.176.86,IAD,北美洲,阿什本,263 ms
104.25.83.227,IAD,北美洲,阿什本,263 ms
104.25.72.195,IAD,北美洲,阿什本,264 ms
104.25.92.52,IAD,北美洲,阿什本,264 ms
104.20.20.181,IAD,北美洲,阿什本,264 ms
104.24.233.164,IAD,北美洲,阿什本,264 ms
104.20.233.47,IAD,北美洲,阿什本,265 ms
104.25.243.17,IAD,北美洲,阿什本,265 ms
104.22.10.245,IAD,北美洲,阿什本,265 ms
172.67.119.225,IAD,北美洲,阿什本,265 ms
104.25.59.229,IAD,北美洲,阿什本,265 ms
104.27.6.251,IAD,北美洲,阿什本,266 ms
104.20.65.224,IAD,北美洲,阿什本,266 ms
104.25.69.73,IAD,北美洲,阿什本,266 ms
104.25.40.17,IAD,北美洲,阿什本,266 ms
104.24.202.79,IAD,北美洲,阿什本,266 ms
104.24.62.78,IAD,北美洲,阿什本,266 ms
104.25.225.24,IAD,北美洲,阿什本,266 ms
104.20.156.230,IAD,北美洲,阿什本,267 ms
172.64.109.201,SJC,北美洲,圣何塞,267 ms
104.25.17.10,IAD,北美洲,阿什本,267 ms
92.53.189.92,SJC,北美洲,圣何塞,267 ms
104.25.14.148,IAD,北美洲,阿什本,268 ms
104.20.159.210,IAD,北美洲,阿什本,268 ms
104.20.138.141,IAD,北美洲,阿什本,268 ms
104.23.102.126,IAD,北美洲,阿什本,268 ms
104.25.39.85,IAD,北美洲,阿什本,268 ms
104.25.34.196,IAD,北美洲,阿什本,268 ms
104.24.222.193,IAD,北美洲,阿什本,269 ms
104.27.45.76,IAD,北美洲,阿什本,269 ms
104.25.156.166,IAD,北美洲,阿什本,269 ms
104.20.74.231,IAD,北美洲,阿什本,269 ms
104.25.170.247,IAD,北美洲,阿什本,269 ms
104.27.10.185,IAD,北美洲,阿什本,270 ms
104.27.85.208,IAD,北美洲,阿什本,275 ms
104.19.159.217,SJC,北美洲,圣何塞,284 ms
104.17.34.232,SJC,北美洲,圣何塞,284 ms
172.64.96.163,SJC,北美洲,圣何塞,288 ms
104.18.135.220,SJC,北美洲,圣何塞,288 ms
104.18.130.61,SJC,北美洲,圣何塞,289 ms
172.64.104.119,SJC,北美洲,圣何塞,294 ms
104.19.169.200,SJC,北美洲,圣何塞,298 ms
104.17.44.163,SJC,北美洲,圣何塞,300 ms
104.17.126.2,SJC,北美洲,圣何塞,306 ms
104.19.217.62,SJC,北美洲,圣何塞,308 ms
104.19.194.112,SJC,北美洲,圣何塞,310 ms
104.17.114.128,SJC,北美洲,圣何塞,313 ms
198.41.208.227,SJC,北美洲,圣何塞,320 ms
104.16.194.171,SJC,北美洲,圣何塞,321 ms
104.16.162.194,SJC,北美洲,圣何塞,329 ms
154.197.64.212,SJC,北美洲,圣何塞,330 ms
104.17.21.219,SJC,北美洲,圣何塞,331 ms
104.18.145.176,SJC,北美洲,圣何塞,335 ms
104.16.10.26,SJC,北美洲,圣何塞,339 ms
104.16.170.247,SJC,北美洲,圣何塞,341 ms
104.18.139.12,SJC,北美洲,圣何塞,343 ms
104.129.166.8,SJC,北美洲,圣何塞,345 ms
188.42.89.246,SJC,北美洲,圣何塞,346 ms
104.18.193.13,SJC,北美洲,圣何塞,347 ms
104.16.180.112,SJC,北美洲,圣何塞,347 ms
104.18.224.69,SJC,北美洲,圣何塞,352 ms
104.17.127.47,SJC,北美洲,圣何塞,352 ms
104.19.146.80,SJC,北美洲,圣何塞,355 ms
5.10.245.89,SJC,北美洲,圣何塞,357 ms
104.18.162.4,SJC,北美洲,圣何塞,357 ms
104.16.206.1,SJC,北美洲,圣何塞,358 ms
104.16.137.186,SJC,北美洲,圣何塞,359 ms
104.16.171.57,SJC,北美洲,圣何塞,366 ms
104.16.154.242,SJC,北美洲,圣何塞,367 ms
104.19.145.237,SJC,北美洲,圣何塞,367 ms
104.19.218.254,SJC,北美洲,圣何塞,370 ms
94.242.230.249,SJC,北美洲,圣何塞,372 ms
104.19.150.23,SJC,北美洲,圣何塞,373 ms
104.18.173.19,SJC,北美洲,圣何塞,379 ms
104.16.158.223,SJC,北美洲,圣何塞,380 ms
104.19.179.179,SJC,北美洲,圣何塞,381 ms
104.16.207.125,SJC,北美洲,圣何塞,383 ms
104.19.229.26,SJC,北美洲,圣何塞,383 ms
104.16.203.92,SJC,北美洲,圣何塞,389 ms
104.19.232.170,SJC,北美洲,圣何塞,389 ms
104.16.201.134,SJC,北美洲,圣何塞,393 ms
89.116.180.228,SJC,北美洲,圣何塞,395 ms
104.16.24.151,SJC,北美洲,圣何塞,400 ms
104.16.104.112,SJC,北美洲,圣何塞,401 ms
104.19.236.54,SJC,北美洲,圣何塞,403 ms
104.19.223.56,SJC,北美洲,圣何塞,404 ms
104.16.5.114,SJC,北美洲,圣何塞,404 ms
172.64.151.182,SJC,北美洲,圣何塞,405 ms
104.19.237.75,SJC,北美洲,圣何塞,405 ms
104.18.107.89,SJC,北美洲,圣何塞,406 ms
108.162.198.86,SJC,北美洲,圣何塞,406 ms
172.64.231.16,SJC,北美洲,圣何塞,406 ms
104.19.184.19,SJC,北美洲,圣何塞,410 ms
104.16.234.219,SJC,北美洲,圣何塞,413 ms
104.16.238.20,SJC,北美洲,圣何塞,413 ms
172.64.156.34,SJC,北美洲,圣何塞,415 ms
104.16.182.245,SJC,北美洲,圣何塞,418 ms
172.64.94.204,SJC,北美洲,圣何塞,419 ms
104.17.153.240,SJC,北美洲,圣何塞,421 ms
104.17.151.227,SJC,北美洲,圣何塞,426 ms
104.18.191.198,SJC,北美洲,圣何塞,429 ms
104.17.82.186,SJC,北美洲,圣何塞,431 ms
104.17.231.228,SJC,北美洲,圣何塞,432 ms
104.17.144.62,SJC,北美洲,圣何塞,433 ms
104.16.151.86,SJC,北美洲,圣何塞,434 ms
104.17.208.242,SJC,北美洲,圣何塞,436 ms
162.159.14.220,SJC,北美洲,圣何塞,437 ms
104.17.206.39,SJC,北美洲,圣何塞,438 ms
104.17.81.167,SJC,北美洲,圣何塞,440 ms
104.17.173.42,SJC,北美洲,圣何塞,442 ms
104.17.172.142,SJC,北美洲,圣何塞,442 ms
104.17.92.231,SJC,北美洲,圣何塞,443 ms
104.16.181.123,SJC,北美洲,圣何塞,444 ms
140.99.233.163,SJC,北美洲,圣何塞,448 ms
104.17.42.96,SJC,北美洲,圣何塞,449 ms
104.17.163.36,SJC,北美洲,圣何塞,452 ms
176.124.223.53,SJC,北美洲,圣何塞,454 ms
104.19.167.238,SJC,北美洲,圣何塞,454 ms
104.18.153.209,SJC,北美洲,圣何塞,455 ms
104.17.211.133,SJC,北美洲,圣何塞,457 ms
104.16.146.29,SJC,北美洲,圣何塞,457 ms
104.19.197.75,SJC,北美洲,圣何塞,460 ms
104.19.209.133,SJC,北美洲,圣何塞,461 ms
146.19.21.58,SJC,北美洲,圣何塞,461 ms
104.19.162.49,SJC,北美洲,圣何塞,462 ms
194.53.53.37,SJC,北美洲,圣何塞,463 ms
104.18.218.64,SJC,北美洲,圣何塞,466 ms
195.245.221.177,SJC,北美洲,圣何塞,467 ms
172.64.53.74,SJC,北美洲,圣何塞,468 ms
104.19.178.143,SJC,北美洲,圣何塞,469 ms
104.18.73.245,SJC,北美洲,圣何塞,469 ms
104.17.247.195,SJC,北美洲,圣何塞,470 ms
104.19.214.6,SJC,北美洲,圣何塞,471 ms
104.17.232.27,SJC,北美洲,圣何塞,472 ms
104.17.159.243,SJC,北美洲,圣何塞,473 ms
104.18.221.67,SJC,北美洲,圣何塞,475 ms
104.18.183.114,SJC,北美洲,圣何塞,477 ms
104.17.10.146,SJC,北美洲,圣何塞,478 ms
185.148.105.26,SJC,北美洲,圣何塞,478 ms
104.18.186.46,SJC,北美洲,圣何塞,481 ms
104.18.3.153,SJC,北美洲,圣何塞,481 ms
89.116.46.134,SJC,北美洲,圣何塞,482 ms
154.197.80.43,SJC,北美洲,圣何塞,482 ms
5.10.247.238,SJC,北美洲,圣何塞,483 ms
104.18.78.212,SJC,北美洲,圣何塞,485 ms
104.16.66.222,SJC,北美洲,圣何塞,485 ms
172.66.0.253,SJC,北美洲,圣何塞,486 ms
104.18.178.106,SJC,北美洲,圣何塞,487 ms
104.17.176.156,SJC,北美洲,圣何塞,487 ms
104.18.233.41,SJC,北美洲,圣何塞,487 ms
104.17.157.107,SJC,北美洲,圣何塞,488 ms
154.219.5.58,SJC,北美洲,圣何塞,488 ms
104.18.255.48,SJC,北美洲,圣何塞,490 ms
104.16.140.83,SJC,北美洲,圣何塞,492 ms
104.17.244.52,SJC,北美洲,圣何塞,492 ms
104.19.205.2,SJC,北美洲,圣何塞,493 ms
104.18.45.137,SJC,北美洲,圣何塞,494 ms
104.18.108.63,SJC,北美洲,圣何塞,494 ms
104.18.79.184,SJC,北美洲,圣何塞,494 ms
104.17.156.70,SJC,北美洲,圣何塞,494 ms
104.18.9.245,SJC,北美洲,圣何塞,494 ms
104.18.101.2,SJC,北美洲,圣何塞,496 ms
104.17.252.0,SJC,北美洲,圣何塞,496 ms
104.16.169.116,SJC,北美洲,圣何塞,497 ms
104.19.190.38,SJC,北美洲,圣何塞,498 ms
104.18.252.174,SJC,北美洲,圣何塞,499 ms
104.16.110.248,SJC,北美洲,圣何塞,499 ms
104.16.191.81,SJC,北美洲,圣何塞,501 ms
104.129.165.155,SJC,北美洲,圣何塞,504 ms
104.16.26.154,SJC,北美洲,圣何塞,504 ms
160.153.0.48,SJC,北美洲,圣何塞,506 ms
198.41.219.6,SJC,北美洲,圣何塞,509 ms
104.17.31.253,SJC,北美洲,圣何塞,510 ms
104.17.58.19,SJC,北美洲,圣何塞,511 ms
104.17.51.38,SJC,北美洲,圣何塞,512 ms
172.64.41.232,SJC,北美洲,圣何塞,512 ms
104.16.72.111,SJC,北美洲,圣何塞,512 ms
198.41.217.246,SJC,北美洲,圣何塞,513 ms
104.18.202.185,SJC,北美洲,圣何塞,514 ms
104.19.188.153,SJC,北美洲,圣何塞,515 ms
172.66.43.250,SJC,北美洲,圣何塞,515 ms
104.18.81.124,SJC,北美洲,圣何塞,516 ms
104.19.176.192,SJC,北美洲,圣何塞,518 ms
104.18.80.255,SJC,北美洲,圣何塞,521 ms
203.22.241.184,SJC,北美洲,圣何塞,521 ms
104.18.100.229,SJC,北美洲,圣何塞,522 ms
162.159.20.25,SJC,北美洲,圣何塞,524 ms
104.17.205.114,SJC,北美洲,圣何塞,524 ms
104.18.0.202,SJC,北美洲,圣何塞,524 ms
104.18.194.162,SJC,北美洲,圣何塞,525 ms
104.17.254.14,SJC,北美洲,圣何塞,526 ms
104.18.238.162,SJC,北美洲,圣何塞,527 ms
104.16.161.35,SJC,北美洲,圣何塞,527 ms
104.18.169.119,SJC,北美洲,圣何塞,528 ms
172.64.87.202,SJC,北美洲,圣何塞,529 ms
104.18.4.209,SJC,北美洲,圣何塞,530 ms
104.18.103.241,SJC,北美洲,圣何塞,530 ms
104.17.230.153,SJC,北美洲,圣何塞,531 ms
104.19.225.5,SJC,北美洲,圣何塞,531 ms
190.93.247.226,SJC,北美洲,圣何塞,532 ms
104.17.243.255,SJC,北美洲,圣何塞,534 ms
104.16.9.243,SJC,北美洲,圣何塞,534 ms
190.93.246.118,SJC,北美洲,圣何塞,535 ms
104.19.210.102,SJC,北美洲,圣何塞,536 ms
104.18.235.143,SJC,北美洲,圣何塞,537 ms
172.64.86.98,SJC,北美洲,圣何塞,539 ms
104.19.199.121,SJC,北美洲,圣何塞,543 ms
104.18.215.11,SJC,北美洲,圣何塞,544 ms
104.19.211.26,SJC,北美洲,圣何塞,544 ms
172.66.45.137,SJC,北美洲,圣何塞,546 ms
172.66.42.206,SJC,北美洲,圣何塞,548 ms
104.16.108.211,SJC,北美洲,圣何塞,550 ms
104.17.186.106,SJC,北美洲,圣何塞,551 ms
172.66.47.244,SJC,北美洲,圣何塞,551 ms
104.17.158.9,SJC,北美洲,圣何塞,551 ms
104.16.226.36,SJC,北美洲,圣何塞,551 ms
45.131.4.40,SJC,北美洲,圣何塞,551 ms
104.18.243.232,SJC,北美洲,圣何塞,552 ms
104.17.218.60,SJC,北美洲,圣何塞,552 ms
104.17.109.23,SJC,北美洲,圣何塞,553 ms
104.16.3.169,SJC,北美洲,圣何塞,553 ms
104.16.22.5,SJC,北美洲,圣何塞,553 ms
188.164.248.54,SJC,北美洲,圣何塞,554 ms
185.135.44.20,SJC,北美洲,圣何塞,555 ms
104.18.92.182,SJC,北美洲,圣何塞,555 ms
64.69.24.6,SJC,北美洲,圣何塞,555 ms
172.66.44.171,SJC,北美洲,圣何塞,556 ms
104.18.213.37,SJC,北美洲,圣何塞,556 ms
104.17.85.36,SJC,北美洲,圣何塞,556 ms
104.17.241.23,SJC,北美洲,圣何塞,556 ms
45.131.211.3,SJC,北美洲,圣何塞,557 ms
104.18.179.27,SJC,北美洲,圣何塞,557 ms
199.60.103.236,SJC,北美洲,圣何塞,558 ms
104.16.139.200,SJC,北美洲,圣何塞,558 ms
104.18.160.31,SJC,北美洲,圣何塞,559 ms
104.17.105.33,SJC,北美洲,圣何塞,560 ms
104.18.156.156,SJC,北美洲,圣何塞,560 ms
104.17.168.172,SJC,北美洲,圣何塞,561 ms
104.17.108.43,SJC,北美洲,圣何塞,561 ms
104.16.165.85,SJC,北美洲,圣何塞,561 ms
104.16.109.239,SJC,北美洲,圣何塞,561 ms
104.19.195.239,SJC,北美洲,圣何塞,562 ms
104.18.225.71,SJC,北美洲,圣何塞,562 ms
104.19.160.181,SJC,北美洲,圣何塞,562 ms
104.17.100.133,SJC,北美洲,圣何塞,563 ms
185.221.160.151,SJC,北美洲,圣何塞,563 ms
104.16.2.12,SJC,北美洲,圣何塞,565 ms
104.18.147.245,SJC,北美洲,圣何塞,565 ms
104.16.76.233,SJC,北美洲,圣何塞,565 ms
104.19.186.64,SJC,北美洲,圣何塞,567 ms
104.19.200.148,SJC,北美洲,圣何塞,569 ms
104.17.29.170,SJC,北美洲,圣何塞,570 ms
162.159.21.53,SJC,北美洲,圣何塞,570 ms
185.251.83.178,SJC,北美洲,圣何塞,571 ms
104.17.248.31,SJC,北美洲,圣何塞,572 ms
104.17.110.66,SJC,北美洲,圣何塞,572 ms
104.16.102.181,SJC,北美洲,圣何塞,572 ms
104.16.71.220,SJC,北美洲,圣何塞,574 ms
185.109.21.183,SJC,北美洲,圣何塞,575 ms
104.16.197.42,SJC,北美洲,圣何塞,575 ms
104.17.198.194,SJC,北美洲,圣何塞,576 ms
104.17.20.245,SJC,北美洲,圣何塞,577 ms
104.17.203.154,SJC,北美洲,圣何塞,578 ms
104.17.2.100,SJC,北美洲,圣何塞,578 ms
162.159.61.219,SJC,北美洲,圣何塞,579 ms
185.251.82.72,SJC,北美洲,圣何塞,579 ms
104.17.178.249,SJC,北美洲,圣何塞,579 ms
162.159.129.132,SJC,北美洲,圣何塞,579 ms
104.18.230.0,SJC,北美洲,圣何塞,580 ms
104.19.163.186,SJC,北美洲,圣何塞,580 ms
104.18.187.194,SJC,北美洲,圣何塞,581 ms
172.64.68.15,SJC,北美洲,圣何塞,583 ms
164.38.155.168,SJC,北美洲,圣何塞,583 ms
104.18.182.107,SJC,北美洲,圣何塞,583 ms
162.159.130.101,SJC,北美洲,圣何塞,584 ms
104.16.229.224,SJC,北美洲,圣何塞,584 ms
162.159.32.59,SJC,北美洲,圣何塞,584 ms
104.16.174.227,SJC,北美洲,圣何塞,584 ms
162.159.1.159,SJC,北美洲,圣何塞,585 ms
45.94.169.61,SJC,北美洲,圣何塞,585 ms
104.17.4.45,SJC,北美洲,圣何塞,585 ms
162.159.152.142,SJC,北美洲,圣何塞,585 ms
104.17.150.115,SJC,北美洲,圣何塞,585 ms
104.17.8.87,SJC,北美洲,圣何塞,585 ms
172.64.144.47,SJC,北美洲,圣何塞,586 ms
14.102.228.4,SJC,北美洲,圣何塞,586 ms
104.16.56.103,SJC,北美洲,圣何塞,587 ms
193.227.99.102,SJC,北美洲,圣何塞,587 ms
104.17.207.252,SJC,北美洲,圣何塞,587 ms
104.19.224.2,SJC,北美洲,圣何塞,587 ms
104.16.30.221,SJC,北美洲,圣何塞,588 ms
104.16.105.148,SJC,北美洲,圣何塞,588 ms
104.17.47.54,SJC,北美洲,圣何塞,588 ms
104.19.161.7,SJC,北美洲,圣何塞,589 ms
104.18.149.140,SJC,北美洲,圣何塞,589 ms
45.80.111.62,SJC,北美洲,圣何塞,589 ms
104.16.98.113,SJC,北美洲,圣何塞,590 ms
104.17.98.25,SJC,北美洲,圣何塞,590 ms
162.159.5.142,SJC,北美洲,圣何塞,590 ms
45.131.208.55,SJC,北美洲,圣何塞,591 ms
104.16.145.14,SJC,北美洲,圣何塞,591 ms
104.18.176.5,SJC,北美洲,圣何塞,592 ms
104.16.31.44,SJC,北美洲,圣何塞,593 ms
162.159.134.77,SJC,北美洲,圣何塞,593 ms
104.17.118.181,SJC,北美洲,圣何塞,593 ms
104.16.188.242,SJC,北美洲,圣何塞,593 ms
172.64.149.100,SJC,北美洲,圣何塞,594 ms
159.246.55.138,SJC,北美洲,圣何塞,597 ms
104.19.158.125,SJC,北美洲,圣何塞,598 ms
104.18.10.71,SJC,北美洲,圣何塞,598 ms
104.19.207.40,SJC,北美洲,圣何塞,598 ms
104.16.29.193,SJC,北美洲,圣何塞,599 ms
104.17.9.62,SJC,北美洲,圣何塞,600 ms
104.17.124.142,SJC,北美洲,圣何塞,600 ms
159.112.235.39,SJC,北美洲,圣何塞,603 ms
104.18.159.24,SJC,北美洲,圣何塞,604 ms
104.16.83.7,SJC,北美洲,圣何塞,605 ms
104.17.202.94,SJC,北美洲,圣何塞,605 ms
104.16.224.54,SJC,北美洲,圣何塞,606 ms
104.16.187.84,SJC,北美洲,圣何塞,606 ms
104.16.228.59,SJC,北美洲,圣何塞,606 ms
104.16.52.153,SJC,北美洲,圣何塞,606 ms
104.17.175.196,SJC,北美洲,圣何塞,607 ms
104.18.104.26,SJC,北美洲,圣何塞,608 ms
5.182.85.120,SJC,北美洲,圣何塞,608 ms
188.244.122.105,SJC,北美洲,圣何塞,609 ms
104.16.233.218,SJC,北美洲,圣何塞,609 ms
104.16.21.146,SJC,北美洲,圣何塞,610 ms
104.18.239.152,SJC,北美洲,圣何塞,610 ms
104.17.209.28,SJC,北美洲,圣何塞,611 ms
104.16.225.7,SJC,北美洲,圣何塞,611 ms
104.18.37.193,SJC,北美洲,圣何塞,612 ms
104.18.152.36,SJC,北美洲,圣何塞,612 ms
141.101.115.209,SJC,北美洲,圣何塞,613 ms
104.31.16.194,SJC,北美洲,圣何塞,613 ms
104.16.142.148,SJC,北美洲,圣何塞,613 ms
104.18.89.233,SJC,北美洲,圣何塞,614 ms
104.18.184.78,SJC,北美洲,圣何塞,615 ms
104.17.225.60,SJC,北美洲,圣何塞,617 ms
104.18.47.208,SJC,北美洲,圣何塞,617 ms
104.16.249.89,SJC,北美洲,圣何塞,618 ms
104.17.240.39,SJC,北美洲,圣何塞,619 ms
104.16.70.78,SJC,北美洲,圣何塞,620 ms
104.18.15.54,SJC,北美洲,圣何塞,622 ms
104.16.78.205,SJC,北美洲,圣何塞,623 ms
104.17.236.226,SJC,北美洲,圣何塞,625 ms
104.17.220.147,SJC,北美洲,圣何塞,625 ms
104.17.15.255,SJC,北美洲,圣何塞,626 ms
104.18.13.13,SJC,北美洲,圣何塞,626 ms
104.18.251.32,SJC,北美洲,圣何塞,627 ms
104.16.186.8,SJC,北美洲,圣何塞,628 ms
104.17.18.48,SJC,北美洲,圣何塞,630 ms
104.17.250.26,SJC,北美洲,圣何塞,630 ms
104.18.99.103,SJC,北美洲,圣何塞,631 ms
104.16.128.86,SJC,北美洲,圣何塞,633 ms
104.17.201.163,SJC,北美洲,圣何塞,633 ms
198.202.211.67,SJC,北美洲,圣何塞,636 ms
104.17.253.115,SJC,北美洲,圣何塞,636 ms
104.18.94.128,SJC,北美洲,圣何塞,636 ms
66.235.200.165,SJC,北美洲,圣何塞,637 ms
104.16.13.118,SJC,北美洲,圣何塞,638 ms
104.17.145.184,SJC,北美洲,圣何塞,639 ms
104.16.11.133,SJC,北美洲,圣何塞,640 ms
104.17.116.119,SJC,北美洲,圣何塞,640 ms
104.16.4.173,SJC,北美洲,圣何塞,641 ms
104.18.95.104,SJC,北美洲,圣何塞,642 ms
104.18.189.76,SJC,北美洲,圣何塞,642 ms
104.16.236.197,SJC,北美洲,圣何塞,642 ms
104.16.243.240,SJC,北美洲,圣何塞,643 ms
104.17.233.59,SJC,北美洲,圣何塞,643 ms
104.16.16.204,SJC,北美洲,圣何塞,643 ms
66.81.247.5,SJC,北美洲,圣何塞,643 ms
172.64.85.4,SJC,北美洲,圣何塞,645 ms
104.17.213.71,SJC,北美洲,圣何塞,645 ms
104.16.55.82,SJC,北美洲,圣何塞,646 ms
